,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL,수요
58,피피비스튜디오스,전자상거래 소매업,,2011.0,,1656484.0,서울특별시 성동구,소프트웨어 엔지니어,"프로그래밍관련학과졸업,관련업무10년,팀단위,코드관리,관리,긍정적,Javascript,JSON,git,RESTAPI,ajax,Testcase,PairProgramming,async,await",10,"주요서비스,유경험자,aws,ec,s,amplify,lambda,SPA,vue,react,angular,Frontend,node,RoR,Django,Backend",https://www.wanted.co.kr/wd/207257,www.ppbstudios.com/,
59,오늘의작업장,시스템 소프트웨어 개발 및 공급업,,2022.0,중소기업,0.0,인천광역시 연수구,소프트웨어 엔지니어,"경력4년이상,관리,데이터,데이터모델링,모델링,모델,프레임워크,효율,효율적인,버전,버전관리,MySQL,Node,js,Express,Socket,IO,AWS,Git",4,"성능,분석,튜닝,프레임워크,SQL,Angular,js,Redis",https://www.wanted.co.kr/wd/203301,www.todayworkings.kr/,
60,엔비티,광고매체 판매업,77.0,2012.0,중소기업,10251976.0,서울특별시 서초구,소프트웨어 엔지니어,"프론트,프론트엔드개발실무,마크업,클라이언트,클라이언트개발경험,이해도,ES,JavaScript,TypeScript,HTML,SCSS,API,RESTfulAPI",6,"모바일,광고,리포팅,포팅,웹,비동기,동기,처리,AdTech,React,Vue,SPA",https://www.wanted.co.kr/wd/177102,www.nbt.com,
61,누리랩,응용 소프트웨어 개발 및 공급업,24.0,2015.0,중소기업,223434.0,서울특별시 영등포구,소프트웨어 엔지니어,,2,"병역,병역특례,특례,보충역,프로그래밍,취약점,분석,보안,동아리,해킹,해킹대회,C,C,JAVA,Windows,Linux",https://www.wanted.co.kr/wd/201697,www.nurilab.com,
62,에프랩앤컴퍼니,온라인 교육 학원,,2020.0,,200913.0,서울특별시 강남구,소프트웨어 엔지니어,"경력5년이상,인프라,Spring,AWS",5,"백엔드,엔드,해결,리딩,네이버,카카오,빅테크,테크",https://www.wanted.co.kr/wd/191910,f-lab.kr,
63,엑스브레인,컴퓨터시스템 통합 자문 및 구축 서비스업,,2014.0,,34636.0,경상북도 포항시 남구,소프트웨어 엔지니어,"서비스개발실무3,애자일,스크럼,스크럼문화,Python,JS,TS,Django,FastAPI,Flask,Spring,HTTPAPI,React,Angular,Vue,WebFrontend",2,"이미지,프로세싱,데이터,분석,OpenCV,numpy,pandas",https://www.wanted.co.kr/wd/190641,www.xbrain.team,
64,법틀,응용 소프트웨어 개발 및 공급업,16.0,2017.0,중소기업,155433.0,서울특별시 성동구,소프트웨어 엔지니어,"소프트웨어,소프트웨어개발자경력,공유,기반기술,웹서비스,Junior,Java,Vuejs,HTML,Javascript,Jquery,Python,PostgreSQL,MSSQL,Oracle,DB,legacy,API",5,"모델링,능력,프로세스,동료,커뮤니케이션,컨테이너,인프라,Refactoring,ORM,DB,Docker",https://www.wanted.co.kr/wd/166030,buptle.com,
65,약손명가헬스케어,응용 소프트웨어 개발 및 공급업,,2021.0,,68281.0,서울특별시 강남구,소프트웨어 엔지니어,JAVA,5,"자바,웹,앱,플리케이션,AWS",https://www.wanted.co.kr/wd/194494,yaksonhealthcare.com/,
66,코넥티브,응용 소프트웨어 개발 및 공급업,,2021.0,,0.0,서울특별시 강남구,소프트웨어 엔지니어,"컴퓨터공학관련,공계,이공계,학사이상,의료,데이터,데이터경험,형상관리툴사용가능,관리,목표,자기주도적,주도적",5,"의료분야,논문,디지털,헬스케어,스타트업,의료영상처리,영상,처리,배포,개발환경,Python,Backend,AWS",https://www.wanted.co.kr/wd/196688,connecteve.com,
67,마이크로프로텍트,컴퓨터시스템 통합 자문 및 구축 서비스업,7.0,2019.0,중소기업,18982.0,서울특별시 서초구,소프트웨어 엔지니어,"빅데이터연구,데이터,연구,각종웹,패킷,분석,패킷정보,정보,디바이스,접근경험,디바이스시스템,네트워크",3,"팀웍,소통,인더스트리,스타트업",https://www.wanted.co.kr/wd/205810,microprotect.com,
68,엔비티,광고매체 판매업,77.0,2012.0,중소기업,10251976.0,서울특별시 서초구,소프트웨어 엔지니어,"백엔드개발,운영실무6년,이해도,외부서비스,조직이제공,내부시스템,트래픽,트래픽서비스,데이터,스토리,RESTfulAPI,API,RDBMS,NoSQL,Redis",6,"모바일,광고,서버,클라우드,AdTech,Ruby on Rails,Spring,Kotlin,AWS,GCP",https://www.wanted.co.kr/wd/177555,www.nbt.com,
69,피에로컴퍼니,기타 통신 판매업,10.0,2020.0,중소기업,14897.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드개발경력,팀리딩경험,리딩,리튜닝,튜닝,향상경험,데이터베이스,데이터베이스성능,성능,인프라,인프라운영경험,효율,구상,효율적인,키텍,가독성,코드작성,데이터,모델,모델링,모델링경험,리뷰,코드작성능력,SQL,AWS,RDBMS,NoSQL",5,"구축,머신러닝,딥러닝,신용평가모델,모델,분산,메시지,비동기,동기,정의,BM,AI,CRM,ERP,B,B,Python,Web Framework,Django,Flask,FastAPI,PostgresSQL,Replication,Failover,Database",https://www.wanted.co.kr/wd/198047,www.phonego.co.kr,
70,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,소프트웨어 엔지니어,"웹서비스개발경력,스타트업조직문화,설명,동작방식,주도적,웹서비스,한가지언어이상,FE,Framework,BE",0,"반응형웹,웹,주도적,임상,임상시험,도메인,지식,FE,UI,BE",https://www.wanted.co.kr/wd/169422,www.jnpmedi.com,
71,마켓디자이너스,온라인 교육 학원,80.0,2017.0,중소기업,896636.0,서울특별시 강남구,소프트웨어 엔지니어,"이해도,개발경력4년,웹뷰개발,디자인,컴포넌트,라이브러리,디자인시스템,React,Next,js,Frontend,Typescript",1,"프레임워크,디자인,구축,탐구,웹,웹최적화,최적화,성능,시용기간,구성원,조직문화,핵심가치,책임감,역량,진보,변화,도전,성장,목표,업계,전문,소통,다양성,추진력,외국어,글로벌,테크,플랫폼,크루,디지털,교육경험,혁신,REST API,SSR,StroyBook,Cypress,Playwright,E,E,Interview Process,Core Value,Accountability,Progress,Professionalism,Team work,Mission,Vision,Misson,Vision,AI",https://www.wanted.co.kr/wd/178162,marketdesigners.com,
72,더블유클럽,응용 소프트웨어 개발 및 공급업,10.0,2021.0,중소기업,421616.0,서울특별시 강남구,소프트웨어 엔지니어,"개발팀,리딩,리딩경험,데이터,데이터모델,모델,지식보유자,Node,js,TypeScript,Flutter,AWS",4,"웹,앱,백엔드,엔드,유경험자,스타트업,Node,js,Typescript,Nest,Next,React Native,React,Redis,Kafka,MSA,IT",https://www.wanted.co.kr/wd/191442,wclub.co.kr,
73,모라이,응용 소프트웨어 개발 및 공급업,98.0,2021.0,중소기업,96.0,서울특별시 강남구,소프트웨어 엔지니어,"자율,자율주행알고리즘,주행,알고리즘,판단,제어,이해도,숙련도,소프트웨어,소프트웨어공학,최적화,시나리오,표준규격,프로그램,상호작용,버그,버그해결능력,SW",1,"기계,기계공학,자동차,로봇,항공,석사,학위,영어,논문,C,Python,C,Git,Jira,UnitTest,Ubuntu,Jenkins,Visual Studio,VS Code,Unreal Engine",https://www.wanted.co.kr/wd/151105,www.morai.ai,
74,소셜인프라테크,컴퓨터시스템 통합 자문 및 구축 서비스업,,2019.0,,252509.0,대구광역시 수성구,소프트웨어 엔지니어,"백엔드경력2,네트워크,클라우드,클라우드기반,서버개발환경,동료,생각,정의,불명확,Node,js,Typescript,Python,RESTAPI,RPC,AWS,Linux",2,"학습,대용량,데이터,처리,트래픽,마이크로,마이크로서비스,키텍,테이블,블록,블록체인,체인,지식,동료,성장,NoSQL,RDS",https://www.wanted.co.kr/wd/155905,www.socialinfratech.com/,
75,벨루가브루어리,음료 소매업,,2017.0,중소기업,38010.0,서울특별시 마포구,소프트웨어 엔지니어,"트렌드,최신기술도입,적정기술,엔지니어,엔지니어링,엔드개발경력2,머스,오픈마켓,마켓,주문,주문중개특성,중개,특성,서버개발,성능,성능최적화,최적화,정규화,최적화경험,인프라,인프라운영경험,웹서버,웹서버구축,Python,Django,DjangoRestframework,Cache,DB,ORM,AWS,Nginx",2,"머스,오픈마켓,마켓,주문,중개,기획,피드백,개선점,선점,CRM,ERP,B,B,CI,CD",https://www.wanted.co.kr/wd/57779,veluga.kr,
76,데이오프컴퍼니,응용 소프트웨어 개발 및 공급업,,2022.0,,0.0,서울특별시 강남구,소프트웨어 엔지니어,"서비스개발,형태서비스개발,관련경력8년,능동적,팀문화,HTML,React,Web,App",8,"엔드,엔드유저,인프라,구축,인공지능,개선안,아이디어,성장,논리적,체계적,문제해결,해결,능력,AWS",https://www.wanted.co.kr/wd/188600,dayoff.co.kr/,
77,아이엠지베이스,시스템 소프트웨어 개발 및 공급업,,2017.0,,149579.0,경기도 용인시 수지구,소프트웨어 엔지니어,"객체지향,프로그래밍경력,사진,비디오,비디오촬영,촬영,편집,이해도,편집프로그램,프로그램,동료,앱개선,개선,계획적,주도적,정규직,수습,수습기간3개월,측정,스톡옵션부여,옵션,부여,근무지,경기,용인,경기,경기도,용인,용인시,용인시수지구광,수지,구광,교중앙,중앙,iOS,A",7,"이미지,영상,처리,자동화,아이디어,디자인,가이드,동영상,앱,온라인,커뮤니케이션,능력,iOS,Asana,Slack,Notion",https://www.wanted.co.kr/wd/66456,imgbase.me,
78,브이피피랩,응용 소프트웨어 개발 및 공급업,,2021.0,,50736.0,제주특별자치도 제주시,소프트웨어 엔지니어,"5년이상경력,라이브러리,활용개발경험,연동개발경험자,버전,버전관리,관리,FrontEnd,React,Vue,Next,ES,HTML,CSS,RESTFulAPI,RestfulAPI,FrontEndCI,CD,Git,Github",5,"프로젝트,리딩,리더,데이터,재생에너지,에너지,전력,전력시장,스타트업,정보통신,자격증,Design,UI framework,Library,B,C,B,B",https://www.wanted.co.kr/wd/191458,www.vpplab.kr,
79,에임,응용 소프트웨어 개발 및 공급업,,2016.0,,251408.0,서울특별시 강남구,소프트웨어 엔지니어,"컴퓨터과학,전산,ProgrammingLanguage,Python,C,Javascript",5,"컴퓨터공학,전산,수학,석사,박사,학위,모바일,제작,Android,iOS,App,RDB,MySQL,NoSQL DB,MongoDB,Redis",https://www.wanted.co.kr/wd/140278,www.getaim.co,
80,이팝소프트,응용 소프트웨어 개발 및 공급업,,2018.0,,763399.0,서울특별시 강남구,소프트웨어 엔지니어,,5,"엔진,게임,데이터,저장소,역량,업계,학사,석사,학위,지식,Unity,Cocos Creator,UI,D,iOS,Android,Typescript,Javascript,MySQL,MongoDB,Redis,AWS Cloud",https://www.wanted.co.kr/wd/202293,www.epop.ai/,
81,젠다카디언,시스템 소프트웨어 개발 및 공급업,,2018.0,,212903.0,서울특별시 성동구,소프트웨어 엔지니어,"컴퓨터계열전공,학사이상,전문학,전문학사이,문학,전문학사,전담,부설연구소연구,연구소,연구,전담요원자격조건,관련업무2년,프로그래밍사용경험,C",0,"임베디드,펌웨어,블루투스,근거리,근거리무선통신,Python,IoT,HW",https://www.wanted.co.kr/wd/200312,www.xkcorp.com,
82,데이오프컴퍼니,응용 소프트웨어 개발 및 공급업,,2022.0,,0.0,서울특별시 강남구,소프트웨어 엔지니어,"서비스개발,형태모바일앱,서버시스템구축,관련경력8년,능동적,팀문화,Spring,boot,kotlin,Mysql,REST,API,Back,end,AWS",8,"엔드,엔드유저,인프라,구축,인공지능,개선안,아이디어,성장,논리적,체계적,문제해결,해결,능력,AWS",https://www.wanted.co.kr/wd/188599,dayoff.co.kr/,
83,라플라스테크놀로지스,응용 소프트웨어 개발 및 공급업,,2020.0,,11158.0,경기도 성남시 분당구,소프트웨어 엔지니어,"시리즈,라운드,라운드스타트업경험,데이터,데이터엔지니어경력,엔지니어,데이터파이프라인개발,파이프,실서비스운영경험,게임,국내외,국내외유수,유수,대학,정량적,분석적,분석적분야,물리학,산업,산업공학,금융공학,석사,박사,박사학위,학위,전공지식,A,k,s",3,"머스,투자,데이터,분석,오픈소스,프로젝트,스트리밍,시계열,영어,영어회화,회화,B,B SaaS,OLAP,Kafka,InfluxDB,DB,ML,DL,VC,Growth hacking",https://www.wanted.co.kr/wd/156626,analytics.laplacetec.com,
84,인터엑스,응용 소프트웨어 개발 및 공급업,11.0,2010.0,중소기업,132825.0,경기도 성남시 분당구,소프트웨어 엔지니어,"데이터,데이터베이스,베이스,데이터베이스설계경험,표준프로토콜,통신,C,ex,Modbus,C,NetCore,WPF,Blazor,UI",0,"패턴,데이터,데이터베이스,프로토,프로토콜,협업,SW,Class,ASP,NET Core,MVVM,Linux,Git,Docker,Oracle,SQL Server,MySQL,MariaDB,PostgreSQL,influxDB,MongoDB,Modbus,OPC,UA,SW",https://www.wanted.co.kr/wd/192281,www.interxsoft.com,
85,하이퍼커넥트,응용 소프트웨어 개발 및 공급업,,2014.0,,18195486.0,서울특별시 강남구,소프트웨어 엔지니어,"소프트웨어,벡엔드,데이터,데이터파이프라인,파이프,서빙,서빙시스템,운영체제,컴퓨터시스템,키텍처,자료,자료구조,알고리즘,프로그래밍언어,모델,이해관계자,관계자,엔지니어,엔지니어링,엔지니어링역량,학위,국적,ML,CSfundamentals,Java,Kotlin,Python,JavaScript,Go,ML,ML",3,"머신러닝,모델,학습,배포,플리케이션,프로덕션,향상,엔지니어,엔지니어링,트래픽,처리,백엔드,엔드,서버,분산,데이터베이스,대용량,실시간,병렬,영어,AI,ML,AI,RDBMS,DynamoDB,Cassandra,Spark,Flink",https://www.wanted.co.kr/wd/197523,hyperconnect.com,
86,파인더스에이아이,응용 소프트웨어 개발 및 공급업,,2020.0,,6883.0,서울특별시 서초구,소프트웨어 엔지니어,"컴퓨터비전,비전,딥러닝모델개발,모델,프로그래밍스킬,딥러닝연구,연구,관련전공석사이,공석,관련경험대학원기간,대학원,포함7년이상,Python,PyTorch,TensorFlow,classification,objectdetection,segmentation,poseestimation,state,of,the,art,topicsandmethods",5,"커뮤니케이션,논문,트랙,레코드,Ph,d,writing skills",https://www.wanted.co.kr/wd/204090,https://fainders.ai/,
87,스펙터,데이터베이스 및 온라인정보 제공업,25.0,2020.0,중소기업,2014.0,서울특별시 강남구,소프트웨어 엔지니어,"스택개발경험,웹프론트엔드,프론트,기반백엔드,운영경험3년,데이터,데이터구조설계,퍼블릭,퍼블릭클라우드환경,클라우드,절반,구체적,절반이상,특징,장단점,보안,워드,안전,전송,저장,사용자패스,패스,인증,인증방식,차이점,데이터베이스,전역,전역상태관리,관리,상태관리,렌더링,렌더링방식,파이프,파이프라인,프로세스중심,RestAPI,SpringBoot,React,js,Next,js,PostgreSQL,RDBMS,AWS,AWS,AWSECS,EKS,Fargate,EC,ElasticBeanstalk,APIKey,JWT,PostgreSQL,MongoDB,Recoil,SSR,CSR,CI,CD,CI,CD",5,"프로그래밍,전문,프론트,프론트엔드,엔드,백엔드,데이터,오너십,성장,동료,개발자,디자이너,기획자,적극적,문제해결,해결,커뮤니케이션,프로세스,스프린트,배포,자동화,지식,Java,Kotlin,TypeScript,JavaScript,MVP",https://www.wanted.co.kr/wd/203931,https://www.specter.co.kr/,
88,에쓰오씨소프트,응용 소프트웨어 개발 및 공급업,29.0,1984.0,중소기업,1083359.0,서울특별시 구로구,소프트웨어 엔지니어,"점검,점검가능자1,모의,모의해킹기술,해킹,모바일앱,인프라,보안,보안점검,체크,체크리스트,리스트,체크리스트기반보안설정,설정,클라우드,클라우드보안점검,클라우드보안기술,AWS,Azure,GCP",3,,https://www.wanted.co.kr/wd/195699,www.socsoft.co.kr,
89,니어브레인,응용 소프트웨어 개발 및 공급업,4.0,2022.0,중소기업,0.0,서울특별시 강남구,소프트웨어 엔지니어,"프로그래밍능력,기술영역,영역,활용능력,협업도구,열정,책임감,팀워크,C,C,Unity,Unreal,VR,Unity,Unreal,Confluence,Jira,Teams",5,"런칭,제작,프로젝트,리딩,소통,모델,모델링,프로그램,능력,디자인,툴,협업,스타트업,바이오,바이오테크,테크,디지털,헬스케어,동종업계,업계,Unity,Unreal,VR,VR,AR,PM,PL,Maya,D Max,D,Figma,Zeplin,Adobe",https://www.wanted.co.kr/wd/195596,www.nearbrain.com,
90,바리코퍼레이션,시스템 소프트웨어 개발 및 공급업,6.0,2020.0,중소기업,195569.0,서울특별시 서초구,소프트웨어 엔지니어,"백엔드개발경력,기반웹애플리케이션개발,애플리케이션,웹프로토콜,인프라,대용량트래픽,트래픽,효율적,AWS,Node,js,TypeScript,PostgreSQL,DatabaseSchema",1,"표준화,고가용성,확장,효율적,키텍,GraphQL,gRPC,IDL,Redis,Memcached,In,memory Cache",https://www.wanted.co.kr/wd/189494,www.reitwagen.co.kr,
