,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL
57,케이스마텍,응용 소프트웨어 개발 및 공급업,,2010.0,,1336378.0,서울특별시 금천구,소프트웨어 엔지니어,"인프라,인프라구축,취약점,취약점조치경험,조치,자동화,자동화배치,업무경력5년,Cloud,Kubernetes,LinuxServer,ShellScript,SE",5,"전공자,자격증,배포,툴,프로젝트,빌드,Cloud,ELK,Jenkins,Nexus",https://www.wanted.co.kr/wd/202754,www.ksmartech.com
58,어니컴,시스템 소프트웨어 개발 및 공급업,415.0,1998.0,중소기업,2600067.0,서울특별시 용산구,소프트웨어 엔지니어,"5년실무경험,긍정적,소통가능,도전,학습능력,주도적,능동적",1,"오픈소스,구축,퍼블릭,클라우드,가상,자동화,Redis,RabbitMQ,elk,Azure,OpenStack,VMWare,Linux,CentOS,Rocky,Ubuntu,Shell Script,docker",https://www.wanted.co.kr/wd/142345,www.onycom.com
59,크로스이엔에프,그 외 기타 금융 지원 서비스업,,2017.0,,579241.0,서울특별시 강남구,소프트웨어 엔지니어,"서버개발경험5,웹프레임,활용경험,서버운영경험,Python,Django,Tornado,Flask,Python,Ubuntu",5,"금융,성능,멀티,멀티프로세스,프로세스,티스,티스레드,프로그래밍,대용량,처리,영어,성장,프로덕트,아이,API,API",https://www.wanted.co.kr/wd/153489,www.crossenf.com
60,브랜디,남녀용 겉옷 및 셔츠 도매업,20.0,2014.0,중소기업,11721798.0,서울특별시 성동구,소프트웨어 엔지니어,"퍼블릭,클라우드,클라우드설계,스크립트,코딩기술,스크립트작성,스트레이션환경,레이션,파이프,활용경험,파이프라인,리눅스,데이터베이스,스토리지,분산,분산시스템,네트워크,인프라,인프라환경구성요소,장애대응,반복,절감,자동화,리소스,반복적인업무,효율,효율적인운영환경,InfrastructureasCode,Terraform,Packer,Helm,Python,Bash,GitOps,AWSCodeSeries,ArgoCD",4,"클라우드,대규모,구축,문제,해결,인프라,자동화,자동화해본,마이크로,마이크로서비스,아키텍처,문제해결,능력,안정적,Terraform,Helm,Packer,Kubernetes,Istio",https://www.wanted.co.kr/wd/202726,www.brandi.co.kr
61,프라이데이즈랩,응용 소프트웨어 개발 및 공급업,,2021.0,,14337.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드,최소3년이상,프러덕개발,배포경험,컨테이너기반환경,생각,Web,base,MLops,Docker",3,"영어,커뮤니케이션,백엔드,엔드,서버,데이터,분석,마케팅,솔루션,머스,리터,틱스,비즈니스,도메인,클라우드,컴퓨팅,웹,배포,라이브러리,문제,해결책,처리,프레임워크,Python,AWS S,Azure,Serverless,Pandas,Numpy,root,Python,Go,Pandas,NumPy,AWS Lambda,AWS S,PostgreSQL",https://www.wanted.co.kr/wd/198197,www.retentics.com/kor
62,헤세그,경영 컨설팅업,8.0,2020.0,중소기업,20100.0,서울특별시 서초구,소프트웨어 엔지니어,"5년이상경력,움노드,노드,관계형데이터베이스,데이터,베이스,트래픽,서버개발경험,Go,golang,RDBMS,Docker",4,"블록,블록체인,체인,지식,세팅,팀원,의사소통,도전,성장,수평적,자기개발,학습,Cosmos SDK,gRPC,Web,WAS Server",https://www.wanted.co.kr/wd/200434,www.hessegg.com
63,만나컴퍼니,그 외 기타 분류 안된 교육기관,,2020.0,,296588.0,서울특별시 구로구,소프트웨어 엔지니어,"웹프론트,프론트,자동화,테스트작성,자동화경험,패턴,디자인,프로젝트,프로젝트구조,서버사이드렌더링,사이드,렌더링,협업능력,RESTAPI,Web,ReactJS,TypeScript,Unit,E,E,SSR",5,"트래픽,처리,앱,웹,성능,최적화,React Native,AWS,UI,UX",https://www.wanted.co.kr/wd/188100,kfriday.net
64,발란,전자상거래 소매업,1.0,2015.0,중소기업,8913120.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드개발경험,서비스개발,대규모,핸들링,핸들링경험,대규모트래픽,트래픽,서의서비스설계,발란몰,프론트,백엔드,백오피스,검색엔진,엔진,분석,코드관리,관리,서비스데스크,데스크,자체모니터링툴,Node,js,E,Commerce,E,Commerce,Architecture,AWS,GCP,Kubernetes,Cloud,plaincss,jquery,ejs,Node,js,MongoDB,Redis,MariaDB,AWSS,Node,js,Vue,js,Bootstrap,Vue,Nuxt,js,MongoDB,Redis,MariaDB,AWSS,Elasticsearch,GoogleAnalytics,Github,BitBucket,IDE,WebStorm,PHPStorm,IntellijIDEA,PyCharm,Tools,NoSQLBooster,Heidisql,Xshell,WinMerge,Medis,Postman,Slack,Notion,Confluence,Jira,CloudWatch,Opsnow",5,"전공자,자료구조,네트워크,운영체제,알고리즘,모바일,웹,웹뷰,백엔드,엔드,구축,리딩,Typescript,E,Commerce,Unit,Integration,E,E,CI,CD,or,MSA,Source Management System,Branch Strategy,OAS,OpenAPI Specification",https://www.wanted.co.kr/wd/156443,www.balaan.co.kr
65,한국포인트거래소,컴퓨터 프로그래밍 서비스업,,2021.0,,,서울특별시 강남구,소프트웨어 엔지니어,"블록,체인,암호,암호화폐,화폐,백엔드개발경험,협업가능,Golang,Node,js,Github",5,"프로젝트,블록,블록체인,체인,백엔드,엔드,크립토,Go Ethereum,geth,Open Ethereum,parity,Solidity,Web,EVM,Ethereum,Polygon,Layer,Layer,API,AWS DevOps,Web,js,Ethers,js",https://www.wanted.co.kr/wd/109149,www.kpxdx.com/
66,케이스마텍,응용 소프트웨어 개발 및 공급업,,2010.0,,1336378.0,서울특별시 금천구,소프트웨어 엔지니어,"인프라,인프라구축,취약점,취약점조치경험,조치,자동화,자동화배치,업무경력5년,Cloud,Kubernetes,LinuxServer,ShellScript,SE",5,"전공자,자격증,배포,툴,프로젝트,빌드,Cloud,ELK,Jenkins,Nexus",https://www.wanted.co.kr/wd/202754,www.ksmartech.com
67,어니컴,시스템 소프트웨어 개발 및 공급업,415.0,1998.0,중소기업,2600067.0,서울특별시 용산구,소프트웨어 엔지니어,"5년실무경험,긍정적,소통가능,도전,학습능력,주도적,능동적",1,"오픈소스,구축,퍼블릭,클라우드,가상,자동화,Redis,RabbitMQ,elk,Azure,OpenStack,VMWare,Linux,CentOS,Rocky,Ubuntu,Shell Script,docker",https://www.wanted.co.kr/wd/142345,www.onycom.com
68,크로스이엔에프,그 외 기타 금융 지원 서비스업,,2017.0,,579241.0,서울특별시 강남구,소프트웨어 엔지니어,"서버개발경험5,웹프레임,활용경험,서버운영경험,Python,Django,Tornado,Flask,Python,Ubuntu",5,"금융,성능,멀티,멀티프로세스,프로세스,티스,티스레드,프로그래밍,대용량,처리,영어,성장,프로덕트,아이,API,API",https://www.wanted.co.kr/wd/153489,www.crossenf.com
69,피피비스튜디오스,전자상거래 소매업,,2011.0,,1656484.0,서울특별시 성동구,소프트웨어 엔지니어,"프로그래밍관련학과졸업,관련업무10년,팀단위,코드관리,관리,긍정적,Javascript,JSON,git,RESTAPI,ajax,Testcase,PairProgramming,async,await",10,"주요서비스,유경험자,aws,ec,s,amplify,lambda,SPA,vue,react,angular,Frontend,node,RoR,Django,Backend",https://www.wanted.co.kr/wd/207257,www.ppbstudios.com/
70,오늘의작업장,시스템 소프트웨어 개발 및 공급업,,2022.0,중소기업,0.0,인천광역시 연수구,소프트웨어 엔지니어,"경력4년이상,관리,데이터,데이터모델링,모델링,프레임워크,효율,효율적인,버전,버전관리,MySQL,Node,js,Express,Socket,IO,AWS,Git",4,"성능,분석,튜닝,프레임워크,SQL,Angular,js,Redis",https://www.wanted.co.kr/wd/203301,www.todayworkings.kr/
71,엔비티,광고매체 판매업,77.0,2012.0,중소기업,10251976.0,서울특별시 서초구,소프트웨어 엔지니어,"프론트,프론트엔드개발실무,마크업,클라이언트,클라이언트개발경험,이해도,ES,JavaScript,TypeScript,HTML,SCSS,API,RESTfulAPI",6,"모바일,광고,리포팅,포팅,웹,비동기,동기,처리,AdTech,React,Vue,SPA",https://www.wanted.co.kr/wd/177102,www.nbt.com
72,누리랩,응용 소프트웨어 개발 및 공급업,24.0,2015.0,중소기업,223434.0,서울특별시 영등포구,소프트웨어 엔지니어,,2,"병역,병역특례,특례,보충역,프로그래밍,취약점,분석,보안,동아리,해킹,해킹대회,C,C,JAVA,Windows,Linux",https://www.wanted.co.kr/wd/201697,www.nurilab.com
73,에프랩앤컴퍼니,온라인 교육 학원,,2020.0,,200913.0,서울특별시 강남구,소프트웨어 엔지니어,"경력5년이상,인프라,Spring,AWS",5,"백엔드,엔드,문제,해결,리딩,네이버,카카오,빅테크,테크",https://www.wanted.co.kr/wd/191910,f-lab.kr
74,엑스브레인,컴퓨터시스템 통합 자문 및 구축 서비스업,,2014.0,,34636.0,경상북도 포항시 남구,소프트웨어 엔지니어,"서비스개발실무3,애자일,스크럼,스크럼문화,Python,JS,TS,Django,FastAPI,Flask,Spring,HTTPAPI,React,Angular,Vue,WebFrontend",2,"이미지,프로세싱,데이터,분석,OpenCV,numpy,pandas",https://www.wanted.co.kr/wd/190641,www.xbrain.team
75,법틀,응용 소프트웨어 개발 및 공급업,16.0,2017.0,중소기업,155433.0,서울특별시 성동구,소프트웨어 엔지니어,"소프트웨어,소프트웨어개발자경력,공유,기반기술,웹서비스,Junior,Java,Vuejs,HTML,Javascript,Jquery,Python,PostgreSQL,MSSQL,Oracle,DB,legacy,API",5,"모델링,능력,프로세스,동료,커뮤니케이션,컨테이너,인프라,Refactoring,ORM,DB,Docker",https://www.wanted.co.kr/wd/166030,buptle.com
76,약손명가헬스케어,응용 소프트웨어 개발 및 공급업,,2021.0,,68281.0,서울특별시 강남구,소프트웨어 엔지니어,JAVA,5,"자바,웹,앱,플리케이션,AWS",https://www.wanted.co.kr/wd/194494,yaksonhealthcare.com/
77,코넥티브,응용 소프트웨어 개발 및 공급업,,2021.0,,0.0,서울특별시 강남구,소프트웨어 엔지니어,"컴퓨터공학관련이공계,이공계,학사이상,의료,데이터,데이터경험,형상관리툴사용가능,관리,목표,자기주도적",5,"의료분야,논문,디지털,헬스,헬스케어,스타트업,의료영상처리,영상,처리,배포,개발환경,Python,Backend,AWS",https://www.wanted.co.kr/wd/196688,connecteve.com
78,마이크로프로텍트,컴퓨터시스템 통합 자문 및 구축 서비스업,7.0,2019.0,중소기업,18982.0,서울특별시 서초구,소프트웨어 엔지니어,"빅데이터연구,데이터,연구,각종웹,패킷,분석,패킷정보,정보,디바이스,접근경험,디바이스시스템,네트워크",3,"팀웍,소통,금융,인더스트리,스타트업",https://www.wanted.co.kr/wd/205810,microprotect.com
79,엔비티,광고매체 판매업,77.0,2012.0,중소기업,10251976.0,서울특별시 서초구,소프트웨어 엔지니어,"백엔드개발,운영실무6년,이해도,외부서비스,조직이제공,내부시스템,트래픽,트래픽서비스,데이터,스토리,RESTfulAPI,API,RDBMS,NoSQL,Redis",6,"모바일,광고,서버,비즈니스,클라우드,AdTech,Ruby on Rails,Spring,Kotlin,AWS,GCP",https://www.wanted.co.kr/wd/177555,www.nbt.com
80,피에로컴퍼니,기타 통신 판매업,10.0,2020.0,중소기업,14897.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드개발경력,팀리딩경험,리딩,리튜닝,튜닝,향상경험,데이터베이스,데이터베이스성능,성능,인프라,인프라운영경험,효율,구상,효율적인,키텍,가독성,코드작성,데이터,모델링,모델링경험,리뷰,코드작성능력,SQL,AWS,RDBMS,NoSQL",5,"구축,머신러닝,딥러닝,신용평가모델,모델,분산,메시지,비동기,동기,정의,BM,AI,CRM,ERP,B,B,Python,Web Framework,Django,Flask,FastAPI,PostgresSQL,Replication,Failover,Database",https://www.wanted.co.kr/wd/198047,www.phonego.co.kr
81,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,소프트웨어 엔지니어,"웹서비스개발경력,스타트업조직문화,설명,동작방식,주도적,웹서비스,한가지언어이상,FE,Framework,BE",0,"반응형웹,웹,대규모,주도적,임상,임상시험,도메인,지식,FE,UI,BE",https://www.wanted.co.kr/wd/169422,www.jnpmedi.com
82,마켓디자이너스,온라인 교육 학원,80.0,2017.0,중소기업,896636.0,서울특별시 강남구,소프트웨어 엔지니어,"이해도,개발경력4년,웹뷰개발,디자인,컴포넌트,라이브러리,디자인시스템,React,Next,js,Frontend,Typescript",1,"프레임워크,디자인,구축,탐구,웹,웹최적화,최적화,성능,시용기간,구성원,조직문화,핵심가치,책임감,역량,진보,변화,도전,성장,목표,업계,전문,소통,다양성,추진력,외국어,글로벌,테크,플랫폼,크루,디지털,교육경험,혁신,REST API,SSR,StroyBook,Cypress,Playwright,E,E,Interview Process,Core Value,Accountability,Progress,Professionalism,Team work,Mission,Vision,Misson,Vision,AI",https://www.wanted.co.kr/wd/178162,marketdesigners.com
83,더블유클럽,응용 소프트웨어 개발 및 공급업,10.0,2021.0,중소기업,421616.0,서울특별시 강남구,소프트웨어 엔지니어,"개발팀,리딩,리딩경험,데이터,데이터모델,모델,지식보유자,Node,js,TypeScript,Flutter,AWS",4,"웹,앱,백엔드,엔드,유경험자,스타트업,Node,js,Typescript,Nest,Next,React Native,React,Redis,Kafka,MSA,IT",https://www.wanted.co.kr/wd/191442,wclub.co.kr
84,모라이,응용 소프트웨어 개발 및 공급업,98.0,2021.0,중소기업,96.0,서울특별시 강남구,소프트웨어 엔지니어,"자율,자율주행알고리즘,주행,알고리즘,판단,제어,이해도,숙련도,소프트웨어공학,최적화,시나리오,표준규격,프로그램,상호작용,버그,버그해결능력,SW",1,"기계,기계공학,자동차,로봇,항공,석사,학위,영어,논문,C,Python,C,Git,Jira,UnitTest,Ubuntu,Jenkins,Visual Studio,VS Code,Unreal Engine",https://www.wanted.co.kr/wd/151105,www.morai.ai
85,소셜인프라테크,컴퓨터시스템 통합 자문 및 구축 서비스업,,2019.0,,252509.0,대구광역시 수성구,소프트웨어 엔지니어,"백엔드경력2,네트워크,클라우드,클라우드기반,서버개발환경,동료,생각,정의,불명확,Node,js,Typescript,Python,RESTAPI,RPC,AWS,Linux",2,"학습,대용량,데이터,처리,트래픽,마이크로,마이크로서비스,키텍,테이블,블록,블록체인,체인,지식,동료,성장,NoSQL,RDS",https://www.wanted.co.kr/wd/155905,www.socialinfratech.com/
86,벨루가브루어리,음료 소매업,,2017.0,중소기업,38010.0,서울특별시 마포구,소프트웨어 엔지니어,"트렌드,최신기술도입,적정기술,엔지니어링,엔드개발경력2,머스,오픈마켓,마켓,주문,주문중개특성,중개,특성,서버개발,성능,성능최적화,최적화,정규화,최적화경험,인프라,인프라운영경험,웹서버,웹서버구축,Python,Django,DjangoRestframework,Cache,DB,ORM,AWS,Nginx",2,"머스,오픈마켓,마켓,주문,중개,기획,피드백,개선점,CRM,ERP,B,B,CI,CD",https://www.wanted.co.kr/wd/57779,veluga.kr
87,데이오프컴퍼니,응용 소프트웨어 개발 및 공급업,,2022.0,,0.0,서울특별시 강남구,소프트웨어 엔지니어,"서비스개발,형태서비스개발,관련경력8년,능동적,팀문화,HTML,React,Web,App",8,"엔드,엔드유저,인프라,구축,인공지능,개선안,아이디어,성장,논리적,체계적,문제,문제해결,해결,능력,AWS",https://www.wanted.co.kr/wd/188600,dayoff.co.kr/
88,아이엠지베이스,시스템 소프트웨어 개발 및 공급업,,2017.0,,149579.0,경기도 용인시 수지구,소프트웨어 엔지니어,"객체지향,프로그래밍경력,사진,비디오,비디오촬영,촬영,편집,이해도,편집프로그램,프로그램,동료,앱개선,개선,계획적,주도적,정규직,수습,수습기간3개월,측정,스톡옵션부여,옵션,부여,근무지,경기,용인,경기도,용인시,용인시수지구광,수지,구광,교중앙,중앙,iOS,A",7,"이미지,영상,처리,자동화,아이디어,디자인,가이드,동영상,앱,온라인,커뮤니케이션,능력,iOS,Asana,Slack,Notion",https://www.wanted.co.kr/wd/66456,imgbase.me
89,브이피피랩,응용 소프트웨어 개발 및 공급업,,2021.0,,50736.0,제주특별자치도 제주시,소프트웨어 엔지니어,"5년이상경력,라이브러리,활용개발경험,연동개발경험자,버전,버전관리,관리,FrontEnd,React,Vue,Next,ES,HTML,CSS,RESTFulAPI,RestfulAPI,FrontEndCI,CD,Git,Github",5,"프로젝트,리딩,리더,데이터,재생에너지,에너지,전력,전력시장,스타트업,정보통신,자격증,Design,UI framework,Library,B,C,B,B",https://www.wanted.co.kr/wd/191458,www.vpplab.kr
90,에임,응용 소프트웨어 개발 및 공급업,,2016.0,,251408.0,서울특별시 강남구,소프트웨어 엔지니어,"컴퓨터과학,전산,ProgrammingLanguage,Python,C,Javascript",5,"컴퓨터공학,전산,수학,석사,박사,학위,모바일,제작,Android,iOS,App,RDB,MySQL,NoSQL DB,MongoDB,Redis",https://www.wanted.co.kr/wd/140278,www.getaim.co
